DateTime;Volume
2024-10-30T23:00:00Z;4269.390559957705
2024-10-31T00:00:00Z;5774.4709946423845
2024-10-31T01:00:00Z;3421.510184880696
2024-10-31T02:00:00Z;6577.7554890774845
2024-10-31T03:00:00Z;5090.223531733935
2024-10-31T04:00:00Z;4963.040406221972
2024-10-31T05:00:00Z;4696.69058151931
2024-10-31T06:00:00Z;4867.1687792478215
2024-10-31T07:00:00Z;5072.9244548358265
2024-10-31T08:00:00Z;4488.912077929531
2024-10-31T09:00:00Z;5505.656557597451
2024-10-31T10:00:00Z;4920.34515131681
2024-10-31T11:00:00Z;5768.711895514941
2024-10-31T12:00:00Z;4469.896995616918
2024-10-31T13:00:00Z;3769.4517965624887
2024-10-31T14:00:00Z;5713.023931913189
2024-10-31T15:00:00Z;4542.002186631388
2024-10-31T16:00:00Z;3953.0498545843907
2024-10-31T17:00:00Z;6600.3334395842785
2024-10-31T18:00:00Z;6768.594670128492
2024-10-31T19:00:00Z;4434.751923279271
2024-10-31T20:00:00Z;4759.933532400844
2024-10-31T21:00:00Z;4265.871228309199
2024-10-31T22:00:00Z;3730.4011136103736
