DateTime;Volume
2024-10-30T23:00:00Z;2188.2727066322673
2024-10-31T00:00:00Z;2245.1967363802564
2024-10-31T01:00:00Z;3418.9776080010424
2024-10-31T02:00:00Z;3387.8697045917634
2024-10-31T03:00:00Z;2812.4821739860804
2024-10-31T04:00:00Z;3122.5033098635067
2024-10-31T05:00:00Z;4262.682778154476
2024-10-31T06:00:00Z;4863.567656625168
2024-10-31T07:00:00Z;3399.1912157581232
2024-10-31T08:00:00Z;2400.4493039820995
2024-10-31T09:00:00Z;4326.929318843936
2024-10-31T10:00:00Z;2895.9293688095395
2024-10-31T11:00:00Z;4353.802349482949
2024-10-31T12:00:00Z;3205.5434465519616
2024-10-31T13:00:00Z;3725.545051497272
2024-10-31T14:00:00Z;2996.8697696732106
2024-10-31T15:00:00Z;3660.449238099203
2024-10-31T16:00:00Z;2774.973993270953
2024-10-31T17:00:00Z;3209.433952282296
2024-10-31T18:00:00Z;3090.3000783018792
2024-10-31T19:00:00Z;4265.316439579202
2024-10-31T20:00:00Z;3989.2825637511105
2024-10-31T21:00:00Z;4518.904502786857
2024-10-31T22:00:00Z;3580.5292062261033
