DateTime;Volume
2024-10-30T23:00:00Z;2816.8089511474122
2024-10-31T00:00:00Z;1942.450542211477
2024-10-31T01:00:00Z;1027.8755121824013
2024-10-31T02:00:00Z;1144.1175332699675
2024-10-31T03:00:00Z;2264.2671780808014
2024-10-31T04:00:00Z;1943.261481074328
2024-10-31T05:00:00Z;2324.083555079987
2024-10-31T06:00:00Z;1822.7375979754672
2024-10-31T07:00:00Z;1744.310996157115
2024-10-31T08:00:00Z;2051.183393162045
2024-10-31T09:00:00Z;2443.8988712875434
2024-10-31T10:00:00Z;1865.7320874235083
2024-10-31T11:00:00Z;1742.1997998933002
2024-10-31T12:00:00Z;2151.758467573486
2024-10-31T13:00:00Z;1332.2703368874354
2024-10-31T14:00:00Z;1639.7896138914891
2024-10-31T15:00:00Z;2139.2630881823766
2024-10-31T16:00:00Z;2264.066358177059
2024-10-31T17:00:00Z;2721.783000579715
2024-10-31T18:00:00Z;3021.088773226199
2024-10-31T19:00:00Z;2526.6031214234017
2024-10-31T20:00:00Z;2763.435539310417
2024-10-31T21:00:00Z;2838.048097638138
2024-10-31T22:00:00Z;1925.00427628589
