DateTime;Volume
2024-10-30T23:00:00Z;9571.658495095839
2024-10-31T00:00:00Z;6241.704359166649
2024-10-31T01:00:00Z;7506.426053339937
2024-10-31T02:00:00Z;7880.136899963819
2024-10-31T03:00:00Z;7434.853472144565
2024-10-31T04:00:00Z;8749.733059802713
2024-10-31T05:00:00Z;8773.786797360837
2024-10-31T06:00:00Z;7615.99523751413
2024-10-31T07:00:00Z;8651.052693392512
2024-10-31T08:00:00Z;8522.808978579438
2024-10-31T09:00:00Z;6821.829170488621
2024-10-31T10:00:00Z;9210.088689463892
2024-10-31T11:00:00Z;8496.970276423894
2024-10-31T12:00:00Z;7077.641292630237
2024-10-31T13:00:00Z;10356.905661444138
2024-10-31T14:00:00Z;10074.770999579923
2024-10-31T15:00:00Z;7439.091878288574
2024-10-31T16:00:00Z;9443.215889996949
2024-10-31T17:00:00Z;7308.823866041785
2024-10-31T18:00:00Z;7861.535989882702
2024-10-31T19:00:00Z;8264.912420800856
2024-10-31T20:00:00Z;8573.60833754407
2024-10-31T21:00:00Z;6187.6410238398785
2024-10-31T22:00:00Z;9044.796206433606
