DateTime;Volume
2024-10-30T23:00:00Z;6706.133219437157
2024-10-31T00:00:00Z;6553.200267451233
2024-10-31T01:00:00Z;6750.561923760099
2024-10-31T02:00:00Z;7823.100347930138
2024-10-31T03:00:00Z;8383.612732309279
2024-10-31T04:00:00Z;7435.983812801549
2024-10-31T05:00:00Z;7017.023623862393
2024-10-31T06:00:00Z;7451.265547411835
2024-10-31T07:00:00Z;6724.991050506937
2024-10-31T08:00:00Z;7718.530222609838
2024-10-31T09:00:00Z;9524.673181709517
2024-10-31T10:00:00Z;8798.297846241885
2024-10-31T11:00:00Z;9323.614612967041
2024-10-31T12:00:00Z;10475.913487846665
2024-10-31T13:00:00Z;9090.284469915026
2024-10-31T14:00:00Z;9491.317740828476
2024-10-31T15:00:00Z;10457.2225029346
2024-10-31T16:00:00Z;9383.220240888062
2024-10-31T17:00:00Z;9597.85022202348
2024-10-31T18:00:00Z;7532.29663964491
2024-10-31T19:00:00Z;8584.24268243876
2024-10-31T20:00:00Z;5770.462521678793
2024-10-31T21:00:00Z;7702.842711262611
2024-10-31T22:00:00Z;9153.13058943296
