DateTime;Volume
2024-10-30T23:00:00Z;623.1216737027111
2024-10-31T00:00:00Z;136.36509591273338
2024-10-31T01:00:00Z;453.5494898740224
2024-10-31T02:00:00Z;973.9775234807638
2024-10-31T03:00:00Z;374.02438172755893
2024-10-31T04:00:00Z;451.70149554748906
2024-10-31T05:00:00Z;661.8439514933431
2024-10-31T06:00:00Z;127.17397607871727
2024-10-31T07:00:00Z;674.3144180829516
2024-10-31T08:00:00Z;423.02336059841394
2024-10-31T09:00:00Z;13.43232488665902
2024-10-31T10:00:00Z;766.6373226409014
2024-10-31T11:00:00Z;468.15516522240705
2024-10-31T12:00:00Z;546.467397390804
2024-10-31T13:00:00Z;414.3030406498041
2024-10-31T14:00:00Z;245.4732103661148
2024-10-31T15:00:00Z;943.3354132155071
2024-10-31T16:00:00Z;511.8870085634378
2024-10-31T17:00:00Z;221.48130541622535
2024-10-31T18:00:00Z;120.45264794769106
2024-10-31T19:00:00Z;706.5947489738043
2024-10-31T20:00:00Z;285.815613948756
2024-10-31T21:00:00Z;988.6332880591316
2024-10-31T22:00:00Z;183.99265942696442
